Sentence,encode_tags
rút kinh_nghiệm lần sau cứ khách nào kêu tính tiền thì mình checkin phòng liền nếu tình_trạng như_vậy thì cho nó dọn phòng khi nào sạch thì cho nó về,1
bất_kì hoa gì có mùi đều không thích,1
nhìn một cái rồi quay đi là thấy mãn_nguyện rồi,2
tuổi_thơ của tôi cũng từng có <NUM> người c trai bỏ mặc tất_cả để bảo_vệ tôi,2
năm nào cũng đi cho có không_khí xuân_vậy không đi thì thấy thiếu thiếu nhà tao cách chợ 10km,2
mặc_kệ người_ta bạn ơi có tiền mua xe đi thì kệ mẹ thiên_hạ,4
bé gái đáng yêu quá,2
nhìn là biết sapa rồi thế cũng đố,1
ước là <NUM> ngày_mai thức vậy dụi mắt mãi chưa hết tuổi thanh_xuân,2
nhằm ngày_sinh_nhật luôn trời,6
làm pv quán karaoke đi rồi khổ hơn nữa toilet danh cho nam chỉ đứng tè vậy_mà nỡ lòng nào mấy anh ngồi ỉa thiệt chứ gặp cái mún khóc lun,5
tao đang chờ xem bà ấy được nghe nhạc ý mà hết video,2
xem video nay sao mà sướng hết thằng người,2
bọn bây giống tao không chứ ghét mấy đứa trol rớt điện_thoại_vãi,1
khoảnh_khắc anh quay mặt đi con tim em tan_nát vãi ra,5
nó lại làm tao nhớ tới cái mấy con chó ăn hạt dưa ở quán cf đụ đỉ mẹ ăn thì có cái bịch bên cạnh đó cắn bỏ vào bịch thì chết à d mày cắn xong cứ phun phun xuống đất đã vậy mỗi lần phun là mỗi chỗ khác nhau làm dọn bắt lòi dái nhìn nó phun chỉ muốn đấm cho nó một cái,0
tất_cả đã đều quá hoàn_hảo rồi trừ pha nhảy cuối thôi vậy,2
con nghĩ cậu nên thử,4
ai_bảo mèo đực hay đi khỏi nhà chứ quàng thượng nhà tao toàn ngủ ngủ cả ngày cả đêm đang ngủ mắc tè xong vậy đi tè rồi vào ngủ tiếp ngủ hơn heo vậy,1
buồn cô lắm,5
nó ốm_nhom thương ghê,5
làm bác_sĩ sướng thật bảo cở là cởi bảo cưới là cưới lắc_đầu cái là cả nhà khóc,2
như kiểu sắp bị hiếp_dâm đến nơi vậy tế sống luôn mấy thg lol dcm,0
giọng chú hơi bị dễ_thương nhá,2
ngửa thấy mùi là đã thấy_kinh rồi,1
ngu cho chết chứ nói con cặc gì,0
vâng chú ah haha,2
cặp nay dễ_thương ghê luôn,2
cảm_động quá hjxhjx,5
mày làm anh tao hơi lâu rồi đấy,1
tao không phân_biệt được bà nội bà ngoại,4
ích_kỉ quá đấy vỉa_vẻ thế kia ra vào vẫn bình_thường nhé,1
suy_thoái gớm nhỉ,1
cuộc_sống mà mấy ai được trọn_vẹn,5
ngta tạo nên video để giáo_dục mấy ba ơi mấy ba mấy má làm quá,1
biết ngay sẽ chơi cái_trò mất_dạy này nhưng vẫn kiên_trì xem tới cùng để thách_thức bản_thân có sợ hay không,1
cha con y chang nhau <NUM> khuôn đúc ra,6
giết nó làm ám_ảnh cả cuộc_đời học_sinh,0
tụi mày có hiểu được cảm_giác muốn bắt_chuyện mà không dám bắt không tụi mày có hiểu được cảm_giác vờ ngủ gục để nhìn nó không tụi mày đã từng nhìn nó thật kỉ thật tỉ_mỉ chưa,5
chưa đâu nó mang bánh gato vào xong bôi đầy tường mới là cả một rổ của sự hloz,0
ngưỡng_mộ quá đi ạ chúc <NUM> ac mãi_mãi hạnh_phúc như này nha,2
ăn <NUM> đống tiền phạt có 5tr tội lợi_dụng tín_ngưỡng để lừa_đảo xem_chừng nhẹ tội nhỉ,1
đúng chất em lun hâha,2
năm nào chả vậy,2
thua sự mặt_dày của khách nên cho một xíu vậy,4
chuẩn đét tao nghỉ công_ty cũ cũng vì đồng_nghiệp,5
là thằng đàn_ông phải có bản_lĩnh từ khi còn bé thay_vì hay bắt_nạt quát_tháo đàn_bà thì hãy là người che_chở yêu_thương mong con zai của mẹ sau_này cũng như mấy anh này,2
cho ngay_cốc bia vào mặt nhố_nhăng,0
sau quả sấm sáng cả trời thì gần như toàn khu_phố mất điện,4
bà này bị âm đồ từ đêm qua đây mà,4
chỉ đi đường quen thôi đường nào lạ chỉ ngồi sau thôi,4
tát cho phát đêm hôm mất con_mẹ nó ngủ,0
xem xong tôi cảm_thấy còn u_ám hơn,5
đó là khi bạn làm cho hãng hoặc công tình_yêu lớn tầm cở chứ quảng lý mấy shop quần_áo có cái lol mà được 30tr,1
gớm vãi,1
đi bao_xa mới thoát đựoc kiếp không có người_yêu,5
con lai xinh phết,2
đây đây thiệt là hãm,1
đm lừa_đảo hằng năm cả trăm tỉ giờ phạt có <NUM> triệu chán vãi,5
ở đâu cho tao làm với,2
biết chỉ là phim thôi xem con bé hôn bố lần cuối nước_mắt tự rơi híc híc,5
chưa bao_giờ b đến đích là gì cả,5
lũ này cho nghỉ_việc thay người khác còn bao_nhiêu người đi xin việc kìa xử_phạt rhì trẻ cũng đã ăn rồi lũ mất nhân_tính,0
hm não tao xoắn mẹ rồi,4
chẳng bao_giờ nhà_bếp nó nấu đồ ngon cả toàn thiu thối hoặc kém chất_lượng nó mua về làm mới có lãi trước làm với nhật nó còn bắt làm cho nó như cho công_nhân ăn thì thời_gian đầu được đến khi đổi giám_đốc là đéo nuốt nổi nữa,1
khuôn_mặt đậm chất giải_trí,2
moá nhìn rùng hết cả mình,3
em tìm link phim mà sao nó ra phim khác chứ không phải phim này zay mọi người,5
5tr phạt làm cái lồng gì phạt 50tr tội sỉ_nhục lăng_mạ người khác,1
bà ta đâu cư_xử như <NUM> người vợ đâu,4
haha,2
má ơi đây chính là thứ ám_ảnh nhất cuộc_đời con kẻ_thù,3
đúng rồi ngưng ảo_tưởng,1
chời dễ_thương quá,2
tuổi_thơ tôi bị ám_ảnh mấy con ngỗng này mấy con màu xám cứ mỗi lần đi học ngang qua ngõ nhà hàng_xóm là nó đuổi tao lại chạy thục_mạng cứ phải đắn_đo mỗi lần qua đó xem có chúng_nó không rồi ù chạy như ma_đuổi haiz tuổi_thơ tôi,3
anh_em để tao hưởng trước nào,2
bán hàng online hồi năm cấp <NUM> tháng hè ấy đi quanh hạnh_phúc để giao hàng với bố được lãi <NUM> tr,2
ý_thức kém quá,1
bọn phục_vụ nhà_bếp toàn là chó chó mới ăn thịt thúi bẩn như_vậy,1
đấy người_ta làm những video ý_nghĩa chứ không phải ba cái video xàm nhảm như cái đéo gì cũng cái kết xàm,1
thần_tài cho chủ cửa_hàng bán vàng chứ thần_tài gì mình đâu,4
hiện_tại mình cần tìm người_yêu bạn nữ nào chưa có chồng hay chưa người_yêu thì bình_luận bên dưới để mình lựa một bạn may_mắn nhất nhé,2
lỡ bị tào tháo rượt mà cái wc bên kia thì nhảy thế_nào nhỉ,4
ra chỗ sóng không táp vào mà ghi xem mà ức_chế vãi,0
chòi má nói_chuyện tình vãi,2
con_gái hay ảo_tưởng như vậy lắm,5
nó cười mắc ỉa môi thì zoe lại lùn xấu vãi lại còn gầy nữa chứ haiz,1
không phải không thích mà bản_thân chưa đủ tốt để sánh_vai phải chi anh có_thể đợi em khôn_lớn,5
ông tóc ngắn ngắn cam cam tên gì vậy ạ,4
tiên_sư bố nhà mày tao chịu hết nổi rồi nhé,0
đm ngu cái nồi cơm_điện chứ gì,0
sai rồi nhá có những thứ cha_mẹ không có nhưng vì con họ vẫn cố_gắng để có được nó,4
hú_hồn con chồn chạy ngang,3
khi bạn bỗng_nhiên nhận ra rằng có những bài hát phù_hợp với từng khoảnh_khắc riêng bên người đó,6
mỗi lần về quê mà sắp_sửa đi qua chuồng ngỗng tao phải cầm cây chổi lông gà mới đi được đấy đụ mẹ quơ quơ vòng_vòng cho mấy đĩ ngỗng né xa ra rồi chạy thụt lol luôn,3
tao ghét và tao sợ nó,3
bán thì bán đi còn bảo bố mày bất_hạnh đéo thèm mua nữa,0
lâu lắm rồi mới nge lại bài này vẫn thấy hay như ngày nào,2
chị ấy được đào_tạo qua lớp người nhện bắn tơ nên không biết sợ,2
<NUM> từ nhạt,1
có mồm để làm gì hay chỉ để cãi nhau la_hét,1
hồi đó khoái cái này lắm,2
giọng anh khi mặc bộ záy màu hường thật kinh_dị,1
mày tin tao nhai đầu mày không,0
yeah được mở lại fan cứng rồi,2
mất_mặt thật_sự quán bún đậu đó không biết có dán mặt_mày lên không,1
có đứa nào xem mà thèm đi biển như tao không,2
tài_năng cho làng đua xe_đạp tương_lai là đây chứ đâu,2
các bạn xem phim cậu bé đặc_biệt luôn nhé phim có diển viên này tham_gia nói về cách giáo_dục con_cái cực hay chúc các bạn xem phim vui_vẻ,2
đọc vài dòng là lướt xuống cuối để xem có phải ` hi_vọng câu_chuyện mình vừa bịa ra ` nhưng không phải không,2
đây là câu khuyến_mại điểm,2
nghe lại bài này thấy chột_dạ vãi,5
nói_chung thánh này không ai ghét được trừ hlv không dễ_thương gắp trăm thằng pogba mong cho thằng đó nhanh biến khỏi mu,2
đi chơi xong về cũng buồn như chó cắn tiếp thôi,5
haha mắc cười quá nhưng thật chúng_mày là tao rất sợ rắn,3
dễ_thương kinh_khủng bởi_vậy mới nói mấy đứa yêu nhau là lầy nhất,2
tây cũng lầy phết,6
thanh_niên leo lên cao để theo_dõi thời_tiết để thông_báo cho người dân đi cấy thật cảm_động,2
bao năm giải_phóng như thế này phải không anh,4
vẫn nhớ ngày đầu lần đầu em có cảm_giác được che_chở như_vậy,2
cưỡng_hôn thì phạt <NUM> lừa_đảo chiếm_đoạt phạt nhằng <NUM> cu củ,1
bà mẹ nó xem rùng con_mẹ nó mình hơn cả phim ma,3
mình nhận thấy hình_như ông ấy đang rất đau_khổ mà không_thể or không muốn nói ra,5
coi ảnh này nổi cả gai_ốc,3
tao cười ỉa cho cái bọn ấy,2
đúng rồi đấy như thế_là đang mắc chứng ảo_tưởng sức_mạnh,1
sừng mọc hồi nào không hay,4
câu này thấy sai sai,4
não bằng đá không cần phải đội nón,4
các bạn đéo biết được đâu vì các bạn đbh gặp thì lsao các bạn biết được mấy con mụ già đi mất_dạy như thế_nào đm cậy mình già là muốn đi thế đéo nào cũng được ý đi sai xong chửi người_ta mới vãi chứ đụ mẹ có ngày đâm vào người_ta chết có ngày ở đấy mà già_mồm cứ kêu người_ta lớn_tuổi hơn phải thế này tno nhưng có lớn mà đéo có_học thì cũng đéo là cái gì,1
cái thứ <NUM> mình thấy lạ lòn bạn gái người_ta ăn quên chỉnh tóc người_ta chỉnh lại tóc dùm bạn gái mắc gì <NUM> đứa nó thái_độ,1
không chỉ bướng mà còn rất lười,1
nói gì em_trai tao cắt tóc xong là tao đè nó ra chụp hình cảm_thấy nó cắt tóc xong là đứa nào chứ không phải em tao,2
đáng yêu vãi,2
xạo xạo thằng cải suốt ngày bị nó dụ,1
khi mày dốt ngữ_văn nhưng vẫn thích nói những câu đạo con_mẹ nó lý,1
học luật chưa mà nhắc sai về lí <NUM> có cái nhà đấy là đường của nhà ông à,1
kể mà nó biết cử độg vẫy vẫy nữa thì tuyệt con_mẹ nó vời,4
nhện to đến nổi chúng_mày giật cả mình à,6
cho dân nhậu đi lùa <NUM> hôm thì đến con tép còn đéo còn nữa là hùm đất,1
đù bọn nuôi chó mà ve_còn không bắt được cho nó thì đừng nên nuôi bực,0
bản_thân quá hạnh_phúc khi trong cs này rất rất nhiều người mơ_ước được như mình hiện_tại,2
gà này cho chó ăn mà bọn mất vậy vì tiền nó giết chết dần chết mòn con nhà nghèo địt bố bọn mắt vậy,0
cái mặt nhỏ đó gióng em khi nghe tiếng súng,4
bài viết đọc rất sướng,2
đụ mẹ dăm_ba cái đứa lông còn chưa mọc đủ bày_đặt thể_hiện con cặc gì không biết thêm bà_cô_giáo óc chó + lão chủ sân nữa,0
ngày_xưa tự_dưng mình được tận <NUM> <NUM> ư,6
gãy tay,5
đợi nốt ván đã,2
nhớ quá độ chục năm không đi soi ve rồi,5
tao đã soi gương suốt ngày chỉ để gặp crush và ngắm nụ cười_tỏa nắng của nó,2
hồi đó mua điểm đại_học nè,2
đụ mẹ mất_dạy,0
nào chàng trai có nhiều tài hãy cho em gục ngã đi nào,2
nó chỉ là phép lịch_sự ngưng ảo_tưởng nha_nha,1
đm chạy ra xa mà viết đi,0
thằng tàu_hoả lái dở thấy xe đậu thì đánh lái né ra đường_ray thi đâu có va_chạm hư ô_tô,1
người_ta thôi chứ vợ mình là số <NUM> mình chưa bao_giờ chê,2
mê chơi lọt cóng nè nhìn vẻ mặt hp của nó mình cũng thấy vui theo,2
và cứ mỗi lần mày muốn thấy crush cười mày lại chạy lại cái gương,2
kinh_dị vãi,1
mẹ cái lũ thầu nấu_ăn cho trẻ_con ai cũng bảo chúng_mày nấu <NUM> năm có có hàng tỉ tiền mẫu_giáo còn hại được thì cấp <NUM> tha gì,0
sau_này con bư lớn cũng vậy đó mẹ haha,2
phim hay vãi ra đến giờ vẫn thấy mình giống bạn ma nữ quá trời,2
nuôi đi anh còn kịp chả già mất,2
thông_minh là đây chớ đâu,2
tao đã cố_tình che mặt nhưng vẫn giật_mình,3
sư_tử chứ dễ_thương q q gì,3
mưa sấp_mặt về đi,1
nhìn biến_thái kinh_khủng,1
tầm tuổi này họ không còn những áp_lực cuộc_sống nữa mà chỉ còn thứ tình_cảm_gắn_bó với họ từ những ngày khó_khăn nhất ngưỡng_mộ và ước được chút phúc_đức của ông_bà,2
sếp như nào nữa còn sếp tôi thì như lòn,1
tao nói rồi nha địt con_mẹ mày,0
bình_tĩnh vô_cùng,4
haha dễ_thương gê,2
thiết_bị này mua như nào nhỉ,4
cậu bạn mẫu_giáo năm ấy chép bài cho tao để tao khỏi bị thẻ tay giờ đang nơi đâu,5
thật là một câu_chuyện buồn,5
ng dân biết phải làm_sao bệnh chồng bệnh,5
em đừng đi tập gym em nhé bth em đã mê trai lắm rồi em mà đi tập nữa chị không biết em như thế_nào luôn,3
nếu là tao thì nhảy cẩng lên chuẩn mẹ rồi má nhìn trong hình tưởng ma thật ở ngoài đéo biết như lào luôn ớ,3
con yêu nghiệt tỏ cái_vẻ đáng thương còn ăn_vạ,1
cuộc tình ngang_trái của nhà tớ đây,4
thấy bình sữa của em thấy ham quá chị sinh em bé chả có sữa gì hết,5
úi sời gần chỗ mình này,2
vừa sếp vừa đồng_nghiệp tốt thì đi làm như là đi chơi bonus 6h chưa hẳn đã muốn về,2
tao toàn thế giận tao tao dỗi lại lại phải dỗ tao hahahaha,2
vui quá đi dạo được ven hồ rồi,2
cảm_ơn tôi đi thấy tầm quan_trọng của máy_chém gió chưa,2
cấm đỗ là việc của công_an,4
tao ước gì gặp được cái thằng chế ra con xe lead tao sẽ tán cho nó sấp_mặt luôn còn video này tao hóng mãi lúc nó so mà đéo thấy haha,0
nghe nguồn tao biết được độ chân_thực của câu_chuyện rồi,2
mấy thành_phần không chấp_hành luật giao_thông cứ phải thế này cơ_mà thằng này gà thật tạt mẹ vào quán nước mà ngồi uống chứ làm gì phải dắt xe khổ_thế kia,1
giải_trí,2
<NUM> chuyện lạ có thật,2
cười vô mặt,2
cuộc_sống mà ghi không được thì thôi sao mấy bạn chửi người_ta dữ_vậy,4
kỉ_niệm nhất là những ngày trốn học cùng nhau đi xem phim,2
đau bụng quá ự ự,5
lợi_ích của việc giữ vững quan_điểm,2
thế này mà mày vẫn còn buồn thì,5
thấy mà nhớ lại quá lúc còn sinh_viên di làm thêm ở quán kara đm tụi nó tổ_chức sinh_nhật rồi bày ra trang_trí để tỏ_tình rồi quà bỏ xốp hột không trong đó vừa xốp vừa đèn_cầy vừa kim_tuyến bia đồ ăn đồ làm buổi có 40k mà dọn đúng là như thèn này chửi dọn mún lòa loz ra lun ức_chế lắm,1
sáng nay tao mới thấy <NUM> con này đi cùng,4
bạn trai tao đéo biết giận dai nên không phải dỗ,2
tại_sao lại phải che mặt_vậy,6
án mà cứ xử như_vậy thì sao có được lòng dân,5
thế tao mới quyết_tâm tìm ra facebok thật của nó để no hết đường lừa các em mới lớn đó,1
sợ ngỗng còn hơn sợ chó,3
vậy thì tao sẽ ước_mơ là các nhà_thơ đừng bao_giờ xài ẩn_dụ chơi_chữ đã ngu văn còn bắt phân_tích thấy mẹ luôn,1
nhiê ̀ u biê ́ n đô ̣ người kha ́ thu ́ vi ̣,2
thương tra ̀ o nươ ́ c mă ́ tao cuô ́ i cu ̀ người thi ̀ ban la ̃ nh đa ̣ o bă ́ c ninh đa ̃ lên tiê ́ người giu ́ p đơ ̃ ca ́ c be ́ du ̀ qua ́ muô ̣ n,5
lấy giẻ lau xong vắt chắc cũng được nửa,4
ngày_xưa mừn cũng hay thế lắm,2
chắc nó se lạnh thì đừng hỏi tại_sao thằng kia lấp nhíp sưởi ấm cũng không thấy,4
phận làm trai nào sung_sướng gì,5
hôm_nay ai có vàng bán hết đi tuần sau mua lại lời vãi,2
kính thủy_lực là kính gì bạn ơi,4
chưa bao_giờ được nge câu này,5
nam chính người nào cũng bị bệnh tự luyến nữa,1
cũng chuẩn giờ khởi_nghiệp vậy phá_sản chỉ mấy tháng đầu,2
chỗ tao lắm đứa khó_chịu vãi,1
tất_cả là do chính_sách sai_lầm của những người đứng đầu tỉnh sơn la tsb cao_su nó phù_hợp trồng ở cao_nguyên + nhiệt_đới nắng lắm chứ lên tây bắc lạnh_giá + sương_muối thì cây cao_su làm_sao nó sinh_trưởng tốt và hợp khí_hậu được mà chả trắng_tay còn cả cây cafe đang được trồng ở sơn la điện biên nữa sớm_muộn gì những người dân trồng hai loại cây này cũng nhận trái đắng trắng_tay thôi,1
quá giỏi đạp đến ngất đi mà không quay đầu sau_này em sẽ thành_công chắc_chắn_vậy,2
vừa đi về mưa sấp_mặt,1
bài viết hay quá,2
gì cũng được dễ vãi,2
đã năm <NUM> người_ta cho mượn <NUM> tr rồi từ đó về sau nhà người_ta có cần <NUM> tr / tháng hay không,4
ôi cháu tao,2
nó chỉ muốn chén mày thôi thật đấy,4
cô_giáo ngu bỏ_mẹ xong được bầy hãm lòn trẻ trâu này nữa kia là em tao không biết tao sẽ làm gì bọn khốn_nạn này nữa,0
haiz đó là <NUM> câu_chuyện khá bùn,5
chồng này chắc cú có gai ah mặc quần đéo gì vậy,1
ha ha đúng là có thay_đổi lớn ngồi nhâm_nhi ly cafe phì_phèo điếu thuốc nhìn thiên_hạ cũng vui không,2
nhưng nó cười với đứa khác không phải mày,5
anh ơi đừng gym nữa boxing là đụ rùi,5
đừng có thấy <NUM> múi mà ham nha nha,2
thật_ra mấy đứa bị chửi nhiều thế này ra_đời lại biết cư_xử hơn những đứa khác,4
muốn nói bậy ghê nuôi con chó mà nuôi ra vậy vừa ôm vừa bị ve,0
mấy bạn đừng có đổ mình nữa nha mình ngại lắm,2
tại_sao anh cứ mất_công giận_dỗi trong khi người xin_lỗi vẫn là anh,2
chúc_mừng các anh các anh giỏi quá chuc các anh mạnh_khỏe,2
hóng phim này dụ_dỗ mọi người xem tiếp nè anh vậy,2
ngày chủ_nhiệm cu nhà mình cô nhẹ_nhàng nết_na lắm mà giờ thì sao cô lại hành xử như_vậy chứ thật buồn,5
nhớ hồi euro <NUM> rực sáng trong màu áo tuyển ý ghi mấy bàn mà bàn nào cũng thấy phê,2
đáng yêu vại trời,2
kéo nhau ra toà ly_hôn tự_nhiên béo ngành thuế,1
ai sẽ cùng tôi mang nỗi đau này cơ chứ,5
ngu thì mới đi vào phủ dầy nhé chứ chợ đâu đến mức như_vậy,1
sĩ_diện không nội mũ và cái kết dắt xe hết mẹ đoạn đường,4
vietcombank <NUM> tháng trừ hết 2k phí inter với mobile banking dù tháng đó kau chả xài tới cái nào,5
nói thật gia lai nói_riêng tây nguyên nói_chung xưa nhờ vàng_đen ' ' hồ_tiêu ' và vàng_trắng ' cao_su ' mà người dân có dư cái ăn cái mặt bây_giờ thì thua rồi bỏ đi tứ_xứ một thời,5
đúng rồi trái_tim thảo mai này dễ rung_động lắm nên các anh hay cả các chị và các bạn đừng thả thính em em đập cho,0
nhưng nó lại đéo thích,4
ngu thì chết thôi,1
nói_chung là ai nào buông tay thì người chết vẫn là mấy đứa con_gái như tao,5
nhớp_nhúa,1
muôn_đời không khá được vì cái thói tham vặt tham_lam vô đáy việt nam ạ,1
ngày_xưa đi học gần trường có bày ngỗng hôm nào nó cũng cà khía rượt tụi học_sinh chạy sấp_mặt luôn,3
sao lại bất_công_thế,5
nó đi theo gái thì co,1
là gặp đúng người nhưng lại chẳng đúng thời_điểm cuối_cùng vẫn là chúng_ta bỏ lỡ nhau,5
chuẩn khi người_ta gặp nạn không lo cứu đứng lấy dt ra quay rùi đăng kẻ đó mới là người cần lên_án,1
chia buồn cùng nước pháp,5
con nhà mất_dạy,1
sau_này mình có được như_vầy không nhỉ,4
<NUM> kìa rồi_ra cổng gọi thế_nào,3
lúc dỗi thì càng dễ_thương hơn,2
hình vui mà sao đọc lại muốn khóc nhĩ,5
cách tạo nghiệp_chướng nhanh và hiệu_quả,2
trông mặt buồn chưa kìa,5
giá_như anh được ào rơi về quá_khứ,4
tao thì muốn là đéo bao_giờ nhưng mẹ tao thì muốn ngay bây_giờ,5
đã tới tuổi thay đường_ray rồi mà không thay,4
chuột mà làm như người vậy ít hôm nó gặm cả rắn cả dây thì thấy mẹ,3
cái quần tà_lỏn xanh,4
thật_tình mà nói cao_su phát_triển đất đồi là sai_lầm,4
mấy bé đừng tưởng giận lại là ngon ạ vậy có khi giận lại xog nó giết luôn đấy,4
mốt mua son anh sài luôn,4
bất_hạnh thật tao với mày mua bánh ăn chung đi cóc cần gấu,0
tội quá nuôi mà không chăm_sóc,5
không phải ai cũng vậy nên đừng thấy mập rồi tưởng mình hát hay,1
bao_giờ mua bánh tặng gấu thì tao mới mua nhá ở đấy mà chê tao bất_hạnh,0
rất nguy_hiểm nhé nhảy không qua là xác_định dập mặt,3
đm nhà bà con_gái người_ta nuôi lớn không báo_đáp được gì đã về làm dâu nhà bà nó lấy chồng chứ có làm giúp_việc cho nhà bà đâu mà hành_hạ nó thế,0
xã_hội thật phức tợp huhu không muốn sống chung loài_người nữa tao về núi đây,3
đã khóc cha_mẹ là người luôn yêu_thương minh nhất,5
không lo chạy bo đi còn tạo sấm_sét doạ người lứa,1
ngày_xưa đi học đạp xe qua cứ tưởng được quay_phim đưa lên truyền_hình,2
lừa cả tỉ đồng mà đóng phạt 5tr thế này thì răn_đe cũng,1
hay qua hoc theo cho vui,2
bụng công_nhân thành hố chôn lợn dịch,1
tươi ngon sạch_sẽ thì đéo thích ăn cứ thích ăn cút trâu cứt bò,1
đáng yêu_vậy,2
lại nữa tao dg suy_nghĩ có nên đi bằng rap về không,5
nhìn sợ vãi ra,3
bởi_vậy nên tỏ ra là <NUM> người không cảm_xúc,4
cả <NUM> đời người chẳng mong gì chỉ mong từ đây đến phút cuối vẫn có người không quên_mình đã từng tồn_tại,5
coi mà lộn_ruột,0
a doi dap rat tuyet voi chuc anh thanh cong trong vu nay,2
dân kinh_doanh khoái đi chợ này lắm nè,2
tiếc cho mối tình ấy,5
nhanh bất_ngờ đấy,6
tao cũng phải về mở cho mẹ tao coi,2
hơi bị nhanh_trí,2
giun này mà xào thêm ít xả ớt thì tuyệt cú_mèo,2
cưng xỉu,2
ngày trước cái thằng ngồi cạnh nhờ nó né cái mông để lấy cái bút dưới bàn nó nó đéo né cuối_cùng nó phải lên phòng ý tế băng đầu lớp <NUM> ` tôi đã nợ chàng trai ấy một cái ` đập đầu ` `,1
êu tự_ý đụng_chạm vào người khác đã là vô_duyên hãm lồn rồi nhất là con_gái bọn này ý_thức như đách lol,1
nhớ tới mối tình đơn_phương,5
dã_man quá,3
nhẹ_tay quá phải hơn nữa may_mắn là nó chưa cắn ai hay làm gì ai,1
ly trà_sen của anh đem qua có ngày nó thành như vậy đó hức hức,5
chẳng_bù tuổi_thơ tao đi học toàn gặp mấy thằng ông nội mắc thần bố gặp_mặt tao là đánh với bắt_nạt tao có trò mới là bắt tao ra thử trước bà mẹ nó cái phường bất_lương,0
my nè không,2
may không có ai trong nhà,4
ngồi ăn mà <NUM> đứa cứ nhìn châm châm thế này sao nuốt nổi,4
có gì vui không nhỉ,4
gắn_bó thời sinh_viên nè,2
thôi mày đừng saolol hoang_tưởng thâm_niên à nó mở mồm ra cái là nó đào cả họ_hàng mày nên nó chửi cho biết mặt nhìn lằm nhìn lốn,1
haha dần_dần phải kiềm_chế khắc_phục sẽ không đáng sợ không bằng vũ_lực hành_động mà nói đâu chết đó kaka,2
vì mình chỉ là giờ giải_lao trong một hiệp chơi chính của họ,5
sợ_thế,3
hihi mắc cười quá,2
anh không nặn đi mai_mốt nó sẽ chai dầy nè hihi,2
bn tao vẽ đẹp vãi nhưng nó lại mắc bệnh lười nếu nó vẽ thì nó sẽ vẽ he n tai vậy,4
đi chơi còn bỏ quên cả não ấy,1
hú_hồn chim én nào làm ra này chắc cũng ngáo dữ chắc ad không sợ nhện,3
yêu dã_man không,2
đất_nước bao_nhiêu khoản phải tri trả nhưng phải trả cho một đám cổ_động_viên quá_khích thì quả là không đáng các cụ đã bảo mọi sự ngu_dốt đều phải trá giá bằng tiền_mặt bảo dân_trí thấp lại tự_ái,1
chỉ là nghe bạn nói chẳng thấy bằng_chứng đâu,4
hành nó đưa đèn ông sao lên nữa chứ ác vãi ta nhớ lại còn cay,0
đẹp_trai mà bị đá à,6
kiểu định share vì thấy tinh_thần khá hơn nhưng đọc bình_luận xong kiểu nhiều đứa còn tiêu_cực hơn mình,5
đắt quá thôi không ly_hôn nữa,4
thôi tốt nhất đừng có diễn nể nhất mấy bố giả_vờ khóc xong ôm ôm lợi_dụng rờ mông con_gái nhà người_ta,1
gặp cái này ` sun ` mẹ nó vào,3
chuẩn tao mà chơi hoặc làm_việc cùng bọn con_gái tính công_chúa một thời_gian thì tao ngày nào cũng sờ troét sau đó bị trầm_cảm,3
bé có năng_khiếu làm cô_giáo dạy văn nghe thì nghĩ tục nhưng đời_thường là có thật bác nghe thấy đồng_cảm với các cháu,5
nhưng mà người khác nhìn vào bảo thế_là lẳng_lơ,1
nhìn <NUM> đôi giày đó mà nói <NUM> thôi thôi,4
chẳng ai biết và riêng mình càng không muốn biết,4
đoạn thằng kia tán trái sầu_riêng không trượt phát nào,2
đấm cho liên_tục vào mồm đéo trượt phát lòn nào cả,4
bài lồn đó nghe hãm vãi đéo hiểu sao lại thích,1
giống câu_chuyện anh kể hôm bữa_qua ha con chó này <NUM> lanh thiệt ak,6
bạn khốn_nạn,0
tao mới tính tới bước thất_bại chưa tính tới thành_công,5
còn buồn hơn là cố quan_tâm thế_nào họ vẫn không hề rep lại,5
h chỉ pk nhìn họ bên người khác,5
tao cũng vậy nè lắm lúc đi với chồng mà cứ hỏi bên này bên phải nhỉ bên này bên trái nhỉ mệt_mỏi,5
<NUM> năm không làm_việc nhà giúp vợ hoặc có làm thì cũng phát được phát không,1
buồn_cười,2
cãi tay_đôi luôn haha,2
cứ mỗi lần cắt tóc xong tao lại thấy biết_ơn bố_mẹ vì đã sinh ra tao đzai vãi,2
buồn nào rồi cũng sẽ qua chỉ có buồn_ngủ không tha ngày nào thôi,4
đúng kiểu sáng_tạo,2
cắt cái tai vứt mẹ cho rồi gớm chết mẹ,1
ai nói kết có_hậu đầu khấc mất vợ tương_lai kia kìa,5
hồi trước nghe câu ` gái ham tài trai ham sắc ` nên cố học_hành cho nó ham ai_ngờ giờ mới biết nó ham tài_sản chứ không phải tài_năng,1
thế_giới này thật đáng sợ <NUM> trả đĩa_bay cho tôi về đi <NUM>,3
đã thích phá game còn thích hổ báo,1
thật_ra nó không quên đường về nhà đâu nó muốn đi_bụi thôi,4
tao có <NUM> con bạn thân nó thì cao trọc trời còn tao thì buồn,5
đm cái quần ngàn_thu,1
bài của anh luôn nè,4
nhưng liệu như_vậy sẽ dễ_dàng để người khác xen vào không,4
